"reporting_year","station_eu_code","date","PM2.5"
2020,"IT1575A",2020-01-27,17.847
2020,"IT1575A",2020-01-28,10.8262
2020,"IT1575A",2020-01-29,9.5442
2020,"IT1575A",2020-01-30,11.1925
2020,"IT1575A",2020-01-31,10.521
2020,"IT1575A",2020-02-01,10.6838
2020,"IT1575A",2020-02-02,11.6239
2020,"IT1575A",2020-02-03,5.2096
2020,"IT1575A",2020-02-04,9.707
2020,"IT1575A",2020-02-05,10.7245
2020,"IT1575A",2020-02-06,6.0033
2020,"IT1575A",2020-02-07,5.1079
2020,"IT1575A",2020-02-08,6.8783
2020,"IT1575A",2020-02-09,11.5181
2020,"IT1575A",2020-02-10,8.3842
2020,"IT1575A",2020-02-11,9.2186
2020,"IT1575A",2020-02-12,9.2796
2020,"IT1575A",2020-02-13,5.5759
2020,"IT1575A",2020-02-14,11.4571
2020,"IT1575A",2020-02-15,8.486
2020,"IT1575A",2020-02-16,13.0444
2020,"IT1575A",2020-02-17,7.2039
2020,"IT1575A",2020-02-18,9.6459
2020,"IT1575A",2020-02-19,6.6952
2020,"IT1575A",2020-02-20,6.3085
2020,"IT1575A",2020-02-21,7.4481
2020,"IT1575A",2020-02-22,9.6256
2020,"IT1575A",2020-02-23,3.602
2020,"IT1575A",2020-02-24,6.8376
2020,"IT1575A",2020-02-25,6.2068
2020,"IT1575A",2020-02-26,7.9976
2020,"IT1575A",2020-02-27,9.6459
2020,"IT1575A",2020-02-28,7.672
2020,"IT1575A",2020-02-29,8.6081
2020,"IT1575A",2020-03-01,19.2715
2020,"IT1575A",2020-03-02,5.9274
2020,"IT1575A",2020-03-03,4.0293
2020,"IT1575A",2020-03-04,5.1893
2020,"IT1575A",2020-03-05,6.8173
2020,"IT1575A",2020-03-06,8.1604
2020,"IT1575A",2020-03-07,8.4656
2020,"IT1575A",2020-03-08,9.1779
2020,"IT1575A",2020-03-09,5.3521
2020,"IT1575A",2020-03-10,3.663
2020,"IT1575A",2020-03-11,7.3464
2020,"IT1575A",2020-03-12,6.6545
2020,"IT1575A",2020-03-13,6.8987
2020,"IT1575A",2020-03-14,8.6895
2020,"IT1575A",2020-03-15,8.2214
2020,"IT1575A",2020-03-16,7.0411
2020,"IT1575A",2020-03-17,10.1343
2020,"IT1575A",2020-03-18,7.326
2020,"IT1575A",2020-03-19,8.7098
2020,"IT1575A",2020-03-20,10.8873
2020,"IT1575A",2020-03-21,8.0993
2020,"IT1575A",2020-03-22,13.1461
2020,"IT1575A",2020-03-23,14.3061
2020,"IT1575A",2020-03-24,8.1807
2020,"IT1575A",2020-03-25,5.5963
2020,"IT1575A",2020-03-26,4.4567
2020,"IT1575A",2020-03-27,4.3753
2020,"IT1575A",2020-03-28,8.2011
2020,"IT1575A",2020-03-29,8.3842
2020,"IT1575A",2020-03-30,9.6052
2020,"IT1575A",2020-03-31,11.8844
2020,"IT1575A",2020-04-01,7.9976
2020,"IT1575A",2020-04-02,9.0151
2020,"IT1575A",2020-04-03,8.6895
2020,"IT1575A",2020-04-04,6.0847
2020,"IT1575A",2020-04-05,8.2621
2020,"IT1575A",2020-04-06,10.1954
