"reporting_year","station_eu_code","date","C6H6"
2020,"IT1996A",2020-01-10,2.2311
2020,"IT1996A",2020-01-11,2.1924
2020,"IT1996A",2020-01-12,2.3819
2020,"IT1996A",2020-01-13,2.5621
2020,"IT1996A",2020-01-14,3.1672
2020,"IT1996A",2020-01-15,2.7855
2020,"IT1996A",2020-01-16,2.746
2020,"IT1996A",2020-01-17,1.6842
2020,"IT1996A",2020-01-18,1.2377
2020,"IT1996A",2020-01-19,1.4063
2020,"IT1996A",2020-01-20,1.153
2020,"IT1996A",2020-01-21,1.1559
2020,"IT1996A",2020-01-22,1.0105
2020,"IT1996A",2020-01-23,1.1134
2020,"IT1996A",2020-01-24,1.071
2020,"IT1996A",2020-01-25,2.1252
2020,"IT1996A",2020-01-26,2.8106
2020,"IT1996A",2020-01-27,2.8084
2020,"IT1996A",2020-01-28,2.3886
2020,"IT1996A",2020-01-29,0.7625
2020,"IT1996A",2020-01-30,0.7469
2020,"IT1996A",2020-01-31,1.1415
2020,"IT1996A",2020-02-01,1.2837
2020,"IT1996A",2020-02-02,0.7063
2020,"IT1996A",2020-02-03,0.8313
2020,"IT1996A",2020-02-04,0.6451
2020,"IT1996A",2020-02-05,1.4995
2020,"IT1996A",2020-02-06,2.0204
2020,"IT1996A",2020-02-07,2.7528
2020,"IT1996A",2020-02-08,1.8373
2020,"IT1996A",2020-02-09,1.3019
2020,"IT1996A",2020-02-10,0.7612
2020,"IT1996A",2020-02-11,0.8287
2020,"IT1996A",2020-02-12,1.0812
2020,"IT1996A",2020-02-13,1.7347
2020,"IT1996A",2020-02-14,1.129
2020,"IT1996A",2020-02-15,1.6313
2020,"IT1996A",2020-02-16,2.0352
2020,"IT1996A",2020-02-17,2.0452
2020,"IT1996A",2020-02-18,1.0536
2020,"IT1996A",2020-02-19,1.015
2020,"IT1996A",2020-02-20,1.2194
2020,"IT1996A",2020-02-21,0.9143
2020,"IT1996A",2020-02-22,1.4925
2020,"IT1996A",2020-02-23,1.3164
2020,"IT1996A",2020-02-24,1.0576
2020,"IT1996A",2020-02-25,1.3335
2020,"IT1996A",2020-02-26,0.8114
2020,"IT1996A",2020-02-27,0.7688
2020,"IT1996A",2020-02-28,1.0101
2020,"IT1996A",2020-02-29,1.2526
2020,"IT1996A",2020-03-01,0.8535
2020,"IT1996A",2020-03-02,0.6759
2020,"IT1996A",2020-03-03,0.8165
2020,"IT1996A",2020-03-04,1.0412
2020,"IT1996A",2020-03-05,0.6158
2020,"IT1996A",2020-03-06,0.9269
2020,"IT1996A",2020-03-07,1.1521
2020,"IT1996A",2020-03-08,1.2454
2020,"IT1996A",2020-03-09,0.8791
2020,"IT1996A",2020-03-10,1.2369
2020,"IT1996A",2020-03-11,0.619
2020,"IT1996A",2020-03-12,1.3915
2020,"IT1996A",2020-03-13,1.4159
2020,"IT1996A",2020-03-14,1.1531
2020,"IT1996A",2020-03-15,1.0259
2020,"IT1996A",2020-03-16,1.0626
2020,"IT1996A",2020-03-17,1.3502
2020,"IT1996A",2020-03-18,1.6129
2020,"IT1996A",2020-03-19,1.5319
2020,"IT1996A",2020-03-20,1.4562
2020,"IT1996A",2020-03-21,1.2904
2020,"IT1996A",2020-03-22,1.6342
2020,"IT1996A",2020-03-23,1.6186
2020,"IT1996A",2020-03-24,1.4638
2020,"IT1996A",2020-03-25,2.0099
2020,"IT1996A",2020-03-26,1.9721
2020,"IT1996A",2020-03-27,2.3599
2020,"IT1996A",2020-03-28,1.891
2020,"IT1996A",2020-03-29,1.9523
2020,"IT1996A",2020-03-30,1.6278
2020,"IT1996A",2020-03-31,1.8456
2020,"IT1996A",2020-04-01,1.3261
2020,"IT1996A",2020-04-02,1.1199
