reporting_year,pollutant_fk,station_eu_code,date,value
2020,9,IT1011A,2020-01-01,117.89866958333333
2020,9,IT1011A,2020-01-02,154.84271083333334
2020,9,IT1011A,2020-01-03,249.83561708333332
2020,9,IT1011A,2020-01-04,159.87868916666667
2020,9,IT1011A,2020-01-05,89.13340541666666
2020,9,IT1011A,2020-01-06,78.44978
2020,9,IT1011A,2020-01-07,135.90082416666667
2020,9,IT1011A,2020-01-08,182.94058458333333
2020,9,IT1011A,2020-01-09,162.52867708333332
2020,9,IT1011A,2020-01-10,182.03802333333334
2020,9,IT1011A,2020-01-11,174.21774166666665
2020,9,IT1011A,2020-01-12,145.84364333333335
2020,9,IT1011A,2020-01-13,155.79873375
2020,9,IT1011A,2020-01-14,136.6440475
2020,9,IT1011A,2020-01-15,135.6259575
2020,9,IT1011A,2020-01-16,126.83823
2020,9,IT1011A,2020-01-17,161.31508625
2020,9,IT1011A,2020-01-18,75.7498425
2020,9,IT1011A,2020-01-19,50.069338333333334
2020,9,IT1011A,2020-01-20,70.36923916666666
2020,9,IT1011A,2020-01-21,90.13220916666667
2020,9,IT1011A,2020-01-22,128.04954791666665
2020,9,IT1011A,2020-01-23,141.82912375
2020,9,IT1011A,2020-01-24,150.70044208333334
2020,9,IT1011A,2020-01-25,67.90380458333334
2020,9,IT1011A,2020-01-26,52.936222083333334
2020,9,IT1011A,2020-01-27,95.58541333333334
2020,9,IT1011A,2020-01-28,38.772317083333334
2020,9,IT1011A,2020-01-29,99.98676291666666
2020,9,IT1011A,2020-01-30,93.23520791666667
2020,9,IT1011A,2020-01-31,78.65341625
2020,9,IT1011A,2020-02-01,94.98750833333334
2020,9,IT1011A,2020-02-02,62.492441666666664
2020,9,IT1011A,2020-02-03,83.58100875
2020,9,IT1011A,2020-02-04,48.49369708333333
2020,9,IT1011A,2020-02-05,30.421417588235293
2020,9,IT1011A,2020-02-06,41.275470444444444
2020,9,IT1011A,2020-02-07,93.21833865217391
2020,9,IT1011A,2020-02-08,87.73586545454546
2020,9,IT1011A,2020-02-09,90.61266041666667
2020,9,IT1011A,2020-02-10,77.69440625
2020,9,IT1011A,2020-02-11,82.40558166666666
2020,9,IT1011A,2020-02-12,82.17256125
2020,9,IT1011A,2020-02-13,73.09239173913043
2020,9,IT1011A,2020-02-14,52.17461375
2020,9,IT1011A,2020-02-15,80.77218708333334
2020,9,IT1011A,2020-02-16,65.66332208333333
2020,9,IT1011A,2020-02-17,91.10253
2020,9,IT1011A,2020-02-18,81.72712291666667
2020,9,IT1011A,2020-02-19,76.49267041666667
2020,9,IT1011A,2020-02-20,78.21296666666666
2020,9,IT1011A,2020-02-21,89.74265125
2020,9,IT1011A,2020-02-22,76.82326458333333
2020,9,IT1011A,2020-02-23,59.86333166666667
2020,9,IT1011A,2020-02-24,65.87003666666666
2020,9,IT1011A,2020-02-25,60.93134791666667
2020,9,IT1011A,2020-02-26,34.262189375
2020,9,IT1011A,2020-02-27,43.20795854166667
2020,9,IT1011A,2020-02-28,49.961654583333335
2020,9,IT1011A,2020-02-29,60.57484708333333
2020,9,IT1011A,2020-03-01,22.753573125
2020,9,IT1011A,2020-03-02,32.67237183333334
2020,9,IT1011A,2020-03-03,33.230061666666664
2020,9,IT1011A,2020-03-04,46.45723375
2020,9,IT1011A,2020-03-05,39.39154
2020,9,IT1011A,2020-03-06,34.390516291666664
2020,9,IT1011A,2020-03-07,40.22545041666667
2020,9,IT1011A,2020-03-08,29.93989775
2020,9,IT1011A,2020-03-09,48.47224166666667
2020,9,IT1011A,2020-03-10,47.40543291666667
2020,9,IT1011A,2020-03-11,45.27896625
2020,9,IT1011A,2020-03-12,35.62086708333334
2020,9,IT1011A,2020-03-13,22.340800833333333
2020,9,IT1011A,2020-03-14,23.631742041666666
2020,9,IT1011A,2020-03-15,10.625729833333333
2020,9,IT1011A,2020-03-16,22.05473458333333
2020,9,IT1011A,2020-03-17,25.375661208333334
2020,9,IT1011A,2020-03-18,27.693335
2020,9,IT1011A,2020-03-19,23.831175791666666
2020,9,IT1011A,2020-03-20,20.97328825
2020,9,IT1011A,2020-03-21,18.922853833333335
2020,9,IT1011A,2020-03-22,8.629744833333334
2020,9,IT1011A,2020-03-23,7.668186333333333
2020,9,IT1011A,2020-03-24,11.31525675
2020,9,IT1011A,2020-03-25,13.417704208333333
2020,9,IT1011A,2020-03-26,9.954284916666667
2020,9,IT1011A,2020-03-27,11.063329208333334
2020,9,IT1011A,2020-03-28,10.842169166666666
2020,9,IT1011A,2020-03-29,7.04344004
2020,9,IT1011A,2020-03-30,13.56735
2020,9,IT1011A,2020-03-31,11.75949642857143
2020,9,IT1011A,2020-04-01,10.635849333333333
2020,9,IT1011A,2020-04-02,18.591280826086958
2020,9,IT1011A,2020-04-03,19.25150686956522
2020,9,IT1011A,2020-04-04,11.334968782608696
2020,9,IT1011A,2020-04-05,7.057075739130434
2020,9,IT1011A,2020-04-06,17.12213408695652
2020,9,IT1011A,2020-04-07,18.629433
2020,9,IT1011A,2020-04-08,19.082070869565218
2020,9,IT1011A,2020-04-09,21.258662347826085
2020,9,IT1011A,2020-04-10,22.465620695652174
2020,9,IT1011A,2020-04-11,16.245482956521737
2020,9,IT1011A,2020-04-12,9.465801826086956
2020,9,IT1011A,2020-04-13,8.414703347826087
2020,9,IT1011A,2020-04-14,16.708735652173914
2020,9,IT1011A,2020-04-15,15.605681217391304
2020,9,IT1011A,2020-04-16,18.971730826086958
2020,9,IT1011A,2020-04-17,18.272358217391304
2020,9,IT1011A,2020-04-18,11.447892826086957
2020,9,IT1011A,2020-04-19,9.195740695652173
2020,9,IT1011A,2020-04-20,15.632713826086956
2020,9,IT1011A,2020-04-21,14.29282943478261
2020,9,IT1011A,2020-04-22,16.619888173913044
2020,9,IT1011A,2020-04-23,19.34626704347826
2020,9,IT1011A,2020-04-24,13.925050217391304
2020,9,IT1011A,2020-04-25,10.355399434782608
2020,9,IT1011A,2020-04-26,9.355411130434783
2020,9,IT1011A,2020-04-27,14.616483291666666
2020,9,IT1011A,2020-04-28,14.192150869565218
2020,9,IT1011A,2020-04-29,13.00912295652174
