"reporting_year","station_eu_code","date","PM2,5"
2020,"IT1553A",2020-02-14,12
2020,"IT1553A",2020-02-15,20
2020,"IT1553A",2020-02-16,27
2020,"IT1553A",2020-02-17,24
2020,"IT1553A",2020-02-18,13
2020,"IT1553A",2020-02-19,20
2020,"IT1553A",2020-02-20,18
2020,"IT1553A",2020-02-21,28
2020,"IT1553A",2020-02-23,22
2020,"IT1553A",2020-02-24,27
2020,"IT1553A",2020-02-25,25
2020,"IT1553A",2020-02-26,9
2020,"IT1553A",2020-02-27,9
2020,"IT1553A",2020-02-28,13
2020,"IT1553A",2020-02-29,37
2020,"IT1553A",2020-03-01,24
2020,"IT1553A",2020-03-02,8
2020,"IT1553A",2020-03-03,7
2020,"IT1553A",2020-03-04,14
2020,"IT1553A",2020-03-05,19
2020,"IT1553A",2020-03-06,8
2020,"IT1553A",2020-03-07,12
2020,"IT1553A",2020-03-08,14
2020,"IT1553A",2020-03-09,23
2020,"IT1553A",2020-03-10,15
2020,"IT1553A",2020-03-11,19
2020,"IT1553A",2020-03-13,19
2020,"IT1553A",2020-03-14,20
2020,"IT1553A",2020-03-15,6
2020,"IT1553A",2020-03-16,9
2020,"IT1553A",2020-03-17,20
2020,"IT1553A",2020-03-18,18
2020,"IT1553A",2020-03-19,17
2020,"IT1553A",2020-03-20,25
2020,"IT1553A",2020-03-21,25
2020,"IT1553A",2020-03-22,15
2020,"IT1553A",2020-03-23,7
2020,"IT1553A",2020-03-24,7
2020,"IT1553A",2020-03-25,9
2020,"IT1553A",2020-03-26,6
2020,"IT1553A",2020-03-27,11
2020,"IT1553A",2020-03-28,36
2020,"IT1553A",2020-03-29,24
2020,"IT1553A",2020-03-30,18
2020,"IT1553A",2020-03-31,5
2020,"IT1553A",2020-04-01,8
2020,"IT1553A",2020-04-03,14
2020,"IT1553A",2020-04-04,13
2020,"IT1553A",2020-04-05,11
2020,"IT1553A",2020-04-06,18
2020,"IT1553A",2020-04-07,16
2020,"IT1553A",2020-04-08,12
2020,"IT1553A",2020-04-09,14
2020,"IT1553A",2020-04-10,15
2020,"IT1553A",2020-04-11,15
2020,"IT1553A",2020-04-12,12
2020,"IT1553A",2020-04-13,14
2020,"IT1553A",2020-04-14,10
2020,"IT1553A",2020-04-15,7
2020,"IT1553A",2020-04-16,9
2020,"IT1553A",2020-04-17,14
2020,"IT1553A",2020-04-18,18
2020,"IT1553A",2020-04-19,20
2020,"IT1553A",2020-04-20,12
2020,"IT1553A",2020-04-21,8
2020,"IT1553A",2020-04-22,11
2020,"IT1553A",2020-04-23,14
2020,"IT1553A",2020-04-24,15
2020,"IT1553A",2020-04-25,10
2020,"IT1553A",2020-04-26,8
2020,"IT1553A",2020-04-27,8
2020,"IT1553A",2020-04-28,9
2020,"IT1553A",2020-04-29,5
2020,"IT1553A",2020-04-30,7
2020,"IT1553A",2020-05-01,5
2020,"IT1553A",2020-05-02,7
2020,"IT1553A",2020-05-03,7
2020,"IT1553A",2020-05-04,6
2020,"IT1553A",2020-05-05,7
2020,"IT1553A",2020-05-06,8
2020,"IT1553A",2020-05-07,8
2020,"IT1553A",2020-05-08,9
2020,"IT1553A",2020-05-09,10
2020,"IT1553A",2020-05-10,10
2020,"IT1553A",2020-05-11,6
2020,"IT1553A",2020-05-12,4
2020,"IT1553A",2020-05-13,7
2020,"IT1553A",2020-05-14,11
2020,"IT1553A",2020-05-15,4
2020,"IT1553A",2020-05-16,12
2020,"IT1553A",2020-05-17,8
2020,"IT1553A",2020-05-18,8
2020,"IT1553A",2020-05-19,13
2020,"IT1553A",2020-05-20,7
2020,"IT1553A",2020-05-21,6
2020,"IT1553A",2020-05-22,8
2020,"IT1553A",2020-05-23,9
2020,"IT1553A",2020-05-24,6
2020,"IT1553A",2020-05-25,4
2020,"IT1553A",2020-05-26,5
2020,"IT1553A",2020-05-27,4
2020,"IT1553A",2020-05-29,3
2020,"IT1553A",2020-05-30,7
2020,"IT1553A",2020-05-31,8
2020,"IT1553A",2020-06-01,7
2020,"IT1553A",2020-06-02,8
2020,"IT1553A",2020-06-03,8
2020,"IT1553A",2020-06-04,9
2020,"IT1553A",2020-06-05,7
2020,"IT1553A",2020-06-06,7
2020,"IT1553A",2020-06-07,6
2020,"IT1553A",2020-06-08,7
2020,"IT1553A",2020-06-09,7
2020,"IT1553A",2020-06-10,6
2020,"IT1553A",2020-06-11,6
2020,"IT1553A",2020-06-12,7
2020,"IT1553A",2020-06-13,7
2020,"IT1553A",2020-06-14,5
2020,"IT1553A",2020-06-15,7
2020,"IT1553A",2020-06-16,6
2020,"IT1553A",2020-06-17,6
2020,"IT1553A",2020-06-18,5
2020,"IT1553A",2020-06-19,5
2020,"IT1553A",2020-06-20,8
2020,"IT1553A",2020-06-21,8
2020,"IT1553A",2020-06-22,8
2020,"IT1553A",2020-06-23,10
2020,"IT1553A",2020-06-24,10
2020,"IT1553A",2020-06-25,11
2020,"IT1553A",2020-06-26,11
2020,"IT1553A",2020-06-27,10
2020,"IT1553A",2020-06-28,11
2020,"IT1553A",2020-06-29,11
2020,"IT1553A",2020-06-30,9
2020,"IT1557A",2020-01-01,25
2020,"IT1557A",2020-01-02,21
2020,"IT1557A",2020-01-03,26
2020,"IT1557A",2020-01-04,11
2020,"IT1557A",2020-01-05,13
2020,"IT1557A",2020-01-06,13
2020,"IT1557A",2020-01-07,21
2020,"IT1557A",2020-01-08,16
2020,"IT1557A",2020-01-09,12
2020,"IT1557A",2020-01-10,10
2020,"IT1557A",2020-01-11,14
2020,"IT1557A",2020-01-12,8
2020,"IT1557A",2020-01-13,12
2020,"IT1557A",2020-01-14,18
2020,"IT1557A",2020-01-15,15
2020,"IT1557A",2020-01-16,14
2020,"IT1557A",2020-01-17,12
2020,"IT1557A",2020-01-18,6
2020,"IT1557A",2020-01-19,5
2020,"IT1557A",2020-01-20,6
2020,"IT1557A",2020-01-21,11
2020,"IT1557A",2020-01-22,17
2020,"IT1557A",2020-01-23,15
2020,"IT1557A",2020-01-24,23
2020,"IT1557A",2020-01-25,15
2020,"IT1557A",2020-01-26,12
2020,"IT1557A",2020-01-27,6
2020,"IT1557A",2020-01-28,10
2020,"IT1557A",2020-01-29,8
2020,"IT1557A",2020-01-30,6
2020,"IT1557A",2020-01-31,6
2020,"IT1557A",2020-02-01,5
2020,"IT1557A",2020-02-02,5
2020,"IT1557A",2020-02-03,8
2020,"IT1557A",2020-02-04,10
2020,"IT1557A",2020-02-05,3
2020,"IT1557A",2020-02-06,5
2020,"IT1557A",2020-02-07,7
2020,"IT1557A",2020-02-08,4
2020,"IT1557A",2020-02-09,4
2020,"IT1557A",2020-02-11,12
2020,"IT1557A",2020-02-12,6
2020,"IT1557A",2020-02-13,6
2020,"IT1557A",2020-02-14,9
2020,"IT1557A",2020-02-15,10
2020,"IT1557A",2020-02-16,10
2020,"IT1557A",2020-02-17,7
2020,"IT1557A",2020-02-18,8
2020,"IT1557A",2020-02-19,6
2020,"IT1557A",2020-02-20,12
2020,"IT1557A",2020-02-21,7
2020,"IT1557A",2020-02-22,12
2020,"IT1557A",2020-02-23,8
2020,"IT1557A",2020-02-24,11
2020,"IT1557A",2020-02-25,10
2020,"IT1557A",2020-02-26,11
2020,"IT1557A",2020-02-27,3
2020,"IT1557A",2020-02-28,4
2020,"IT1557A",2020-02-29,5
2020,"IT1557A",2020-03-01,6
2020,"IT1557A",2020-03-02,7
2020,"IT1557A",2020-03-03,7
2020,"IT1557A",2020-03-04,6
2020,"IT1557A",2020-03-05,3
2020,"IT1557A",2020-03-06,6
2020,"IT1557A",2020-03-07,6
2020,"IT1557A",2020-03-08,6
2020,"IT1557A",2020-03-09,9
2020,"IT1557A",2020-03-10,11
2020,"IT1557A",2020-03-11,7
2020,"IT1557A",2020-03-12,7
2020,"IT1557A",2020-03-13,7
2020,"IT1557A",2020-03-14,10
2020,"IT1557A",2020-03-15,7
2020,"IT1557A",2020-03-16,8
2020,"IT1557A",2020-03-17,10
2020,"IT1557A",2020-03-18,16
2020,"IT1557A",2020-03-19,14
2020,"IT1557A",2020-03-20,16
2020,"IT1557A",2020-03-21,13
2020,"IT1557A",2020-03-22,13
2020,"IT1557A",2020-03-23,7
2020,"IT1557A",2020-03-24,8
2020,"IT1557A",2020-03-25,9
2020,"IT1557A",2020-03-26,5
2020,"IT1557A",2020-03-27,10
2020,"IT1557A",2020-03-28,20
2020,"IT1557A",2020-03-29,11
2020,"IT1557A",2020-03-30,12
2020,"IT1557A",2020-03-31,5
2020,"IT1557A",2020-04-01,8
2020,"IT1557A",2020-04-02,8
2020,"IT1557A",2020-04-03,10
2020,"IT1557A",2020-04-04,10
2020,"IT1557A",2020-04-05,11
2020,"IT1557A",2020-04-06,17
2020,"IT1557A",2020-04-07,18
2020,"IT1557A",2020-04-08,13
2020,"IT1557A",2020-04-09,13
2020,"IT1557A",2020-04-10,15
2020,"IT1557A",2020-04-11,13
2020,"IT1557A",2020-04-12,12
2020,"IT1557A",2020-04-13,12
2020,"IT1557A",2020-04-14,9
2020,"IT1557A",2020-04-15,6
2020,"IT1557A",2020-04-16,5
2020,"IT1557A",2020-04-17,7
2020,"IT1557A",2020-04-18,10
2020,"IT1557A",2020-04-19,8
2020,"IT1557A",2020-04-20,6
2020,"IT1557A",2020-04-21,7
2020,"IT1557A",2020-04-22,12
2020,"IT1557A",2020-04-23,13
2020,"IT1557A",2020-04-24,12
2020,"IT1557A",2020-04-25,10
2020,"IT1557A",2020-04-26,6
2020,"IT1557A",2020-04-27,6
2020,"IT1557A",2020-04-28,5
2020,"IT1557A",2020-04-29,6
2020,"IT1557A",2020-04-30,4
2020,"IT1557A",2020-05-01,6
2020,"IT1557A",2020-05-02,5
2020,"IT1557A",2020-05-03,6
2020,"IT1557A",2020-05-04,4
2020,"IT1557A",2020-05-05,5
2020,"IT1557A",2020-05-06,6
2020,"IT1557A",2020-05-07,6
2020,"IT1557A",2020-05-08,7
2020,"IT1557A",2020-05-09,7
2020,"IT1557A",2020-05-10,7
2020,"IT1557A",2020-05-11,4
2020,"IT1557A",2020-05-12,3
2020,"IT1557A",2020-05-13,7
2020,"IT1557A",2020-05-14,10
2020,"IT1557A",2020-05-15,5
2020,"IT1557A",2020-05-16,7
2020,"IT1557A",2020-05-17,8
2020,"IT1557A",2020-05-18,11
2020,"IT1557A",2020-05-19,11
2020,"IT1557A",2020-05-20,7
2020,"IT1557A",2020-05-21,8
2020,"IT1557A",2020-05-22,8
2020,"IT1557A",2020-05-23,7
2020,"IT1557A",2020-05-24,5
2020,"IT1557A",2020-05-25,6
2020,"IT1557A",2020-05-26,6
2020,"IT1557A",2020-05-27,4
2020,"IT1557A",2020-05-28,4
2020,"IT1557A",2020-05-29,4
2020,"IT1557A",2020-05-30,8
2020,"IT1557A",2020-05-31,8
2020,"IT1557A",2020-06-01,9
2020,"IT1557A",2020-06-02,8
2020,"IT1557A",2020-06-03,6
2020,"IT1557A",2020-06-05,7
2020,"IT1557A",2020-06-06,6
2020,"IT1557A",2020-06-07,6
2020,"IT1557A",2020-06-08,7
2020,"IT1557A",2020-06-09,4
2020,"IT1557A",2020-06-10,4
2020,"IT1557A",2020-06-11,4
2020,"IT1557A",2020-06-12,4
2020,"IT1557A",2020-06-13,4
2020,"IT1557A",2020-06-14,5
2020,"IT1557A",2020-06-15,7
2020,"IT1557A",2020-06-16,7
2020,"IT1557A",2020-06-17,6
2020,"IT1557A",2020-06-18,5
2020,"IT1557A",2020-06-19,5
2020,"IT1557A",2020-06-20,5
2020,"IT1557A",2020-06-21,6
2020,"IT1557A",2020-06-22,8
2020,"IT1557A",2020-06-23,9
2020,"IT1557A",2020-06-24,8
2020,"IT1557A",2020-06-25,8
2020,"IT1557A",2020-06-26,9
2020,"IT1557A",2020-06-27,9
2020,"IT1557A",2020-06-28,8
2020,"IT1557A",2020-06-29,9
2020,"IT1557A",2020-06-30,7
2020,"IT1560A",2020-01-01,38
2020,"IT1560A",2020-01-02,42
2020,"IT1560A",2020-01-03,36
2020,"IT1560A",2020-01-04,23
2020,"IT1560A",2020-01-05,22
2020,"IT1560A",2020-01-06,16
2020,"IT1560A",2020-01-07,28
2020,"IT1560A",2020-01-08,30
2020,"IT1560A",2020-01-09,23
2020,"IT1560A",2020-01-10,29
2020,"IT1560A",2020-01-11,30
2020,"IT1560A",2020-01-12,19
2020,"IT1560A",2020-01-13,19
2020,"IT1560A",2020-01-17,27
2020,"IT1560A",2020-01-18,14
2020,"IT1560A",2020-01-19,8
2020,"IT1560A",2020-01-20,9
2020,"IT1560A",2020-01-21,13
2020,"IT1560A",2020-01-22,26
2020,"IT1560A",2020-01-23,25
2020,"IT1560A",2020-01-24,33
2020,"IT1560A",2020-01-25,24
2020,"IT1560A",2020-01-26,22
2020,"IT1560A",2020-01-27,12
2020,"IT1560A",2020-01-28,9
2020,"IT1560A",2020-01-29,8
2020,"IT1560A",2020-01-30,9
2020,"IT1560A",2020-01-31,14
2020,"IT1560A",2020-02-01,8
2020,"IT1560A",2020-02-02,9
2020,"IT1560A",2020-02-03,15
2020,"IT1560A",2020-02-04,13
2020,"IT1560A",2020-02-05,7
2020,"IT1560A",2020-02-06,11
2020,"IT1560A",2020-02-07,13
2020,"IT1560A",2020-02-08,14
2020,"IT1560A",2020-02-09,11
2020,"IT1560A",2020-02-10,9
2020,"IT1560A",2020-02-11,11
2020,"IT1560A",2020-02-12,10
2020,"IT1560A",2020-02-13,7
2020,"IT1560A",2020-02-14,14
2020,"IT1560A",2020-02-15,11
2020,"IT1560A",2020-02-16,16
2020,"IT1560A",2020-02-17,9
2020,"IT1560A",2020-02-19,10
2020,"IT1560A",2020-02-20,17
2020,"IT1560A",2020-02-21,14
2020,"IT1560A",2020-02-22,16
2020,"IT1560A",2020-02-23,11
2020,"IT1560A",2020-02-24,12
2020,"IT1560A",2020-02-25,9
2020,"IT1560A",2020-02-26,15
2020,"IT1560A",2020-02-27,6
2020,"IT1560A",2020-02-28,5
2020,"IT1560A",2020-02-29,7
2020,"IT1560A",2020-03-01,6
2020,"IT1560A",2020-03-02,5
2020,"IT1560A",2020-03-03,5
2020,"IT1560A",2020-03-04,11
2020,"IT1560A",2020-03-05,7
2020,"IT1560A",2020-03-06,6
2020,"IT1560A",2020-03-07,7
2020,"IT1560A",2020-03-08,9
2020,"IT1560A",2020-03-09,12
2020,"IT1560A",2020-03-10,15
2020,"IT1560A",2020-03-11,12
2020,"IT1560A",2020-03-12,6
2020,"IT1560A",2020-03-13,6
2020,"IT1560A",2020-03-14,10
2020,"IT1560A",2020-03-15,7
2020,"IT1560A",2020-03-16,9
2020,"IT1560A",2020-03-17,15
2020,"IT1560A",2020-03-18,16
2020,"IT1560A",2020-03-19,15
2020,"IT1560A",2020-03-20,17
2020,"IT1560A",2020-03-21,15
2020,"IT1560A",2020-03-22,14
2020,"IT1560A",2020-03-23,17
2020,"IT1560A",2020-03-24,9
2020,"IT1560A",2020-03-25,15
2020,"IT1560A",2020-03-26,6
2020,"IT1560A",2020-03-27,11
2020,"IT1560A",2020-03-28,23
2020,"IT1560A",2020-03-29,11
2020,"IT1560A",2020-03-30,14
2020,"IT1560A",2020-03-31,5
2020,"IT1560A",2020-04-01,8
2020,"IT1560A",2020-04-02,10
2020,"IT1560A",2020-04-03,12
2020,"IT1560A",2020-04-04,12
2020,"IT1560A",2020-04-05,13
2020,"IT1560A",2020-04-06,18
2020,"IT1560A",2020-04-07,20
2020,"IT1560A",2020-04-08,16
2020,"IT1560A",2020-04-09,15
2020,"IT1560A",2020-04-10,16
2020,"IT1560A",2020-04-11,16
2020,"IT1560A",2020-04-12,13
2020,"IT1560A",2020-04-13,12
2020,"IT1560A",2020-04-14,10
2020,"IT1560A",2020-04-15,7
2020,"IT1560A",2020-04-16,6
2020,"IT1560A",2020-04-17,7
2020,"IT1560A",2020-04-18,9
2020,"IT1560A",2020-04-19,8
2020,"IT1560A",2020-04-20,5
2020,"IT1560A",2020-04-21,7
2020,"IT1560A",2020-04-23,14
2020,"IT1560A",2020-04-24,16
2020,"IT1560A",2020-04-25,10
2020,"IT1560A",2020-04-26,6
2020,"IT1560A",2020-04-27,7
2020,"IT1560A",2020-04-28,5
2020,"IT1560A",2020-04-29,6
2020,"IT1560A",2020-04-30,5
2020,"IT1560A",2020-05-01,5
2020,"IT1560A",2020-05-02,5
2020,"IT1560A",2020-05-03,5
2020,"IT1560A",2020-05-04,7
2020,"IT1560A",2020-05-05,5
2020,"IT1560A",2020-05-06,8
2020,"IT1560A",2020-05-07,10
2020,"IT1560A",2020-05-08,9
2020,"IT1560A",2020-05-09,8
2020,"IT1560A",2020-05-10,8
2020,"IT1560A",2020-05-11,5
2020,"IT1560A",2020-05-12,5
2020,"IT1560A",2020-05-13,8
2020,"IT1560A",2020-05-14,13
2020,"IT1560A",2020-05-15,6
2020,"IT1560A",2020-05-16,8
2020,"IT1560A",2020-05-17,9
2020,"IT1560A",2020-05-18,12
2020,"IT1560A",2020-05-19,12
2020,"IT1560A",2020-05-20,10
2020,"IT1560A",2020-05-21,11
2020,"IT1560A",2020-05-22,10
2020,"IT1560A",2020-05-23,9
2020,"IT1560A",2020-05-24,6
2020,"IT1560A",2020-05-25,7
2020,"IT1560A",2020-05-27,6
2020,"IT1560A",2020-05-28,6
2020,"IT1560A",2020-05-31,7
2020,"IT1560A",2020-06-01,11
2020,"IT1560A",2020-06-02,8
2020,"IT1560A",2020-06-03,7
2020,"IT1560A",2020-06-04,5
2020,"IT1560A",2020-06-05,7
2020,"IT1560A",2020-06-06,6
2020,"IT1560A",2020-06-07,6
2020,"IT1560A",2020-06-08,6
2020,"IT1560A",2020-06-09,10
2020,"IT1560A",2020-06-10,6
2020,"IT1560A",2020-06-11,5
2020,"IT1560A",2020-06-12,5
2020,"IT1560A",2020-06-13,5
2020,"IT1560A",2020-06-14,4
2020,"IT1560A",2020-06-16,7
2020,"IT1560A",2020-06-17,6
2020,"IT1560A",2020-06-18,6
2020,"IT1560A",2020-06-19,6
2020,"IT1560A",2020-06-20,6
2020,"IT1560A",2020-06-21,8
2020,"IT1560A",2020-06-22,9
2020,"IT1560A",2020-06-23,11
2020,"IT1560A",2020-06-24,11
2020,"IT1560A",2020-06-25,10
2020,"IT1560A",2020-06-26,11
2020,"IT1560A",2020-06-27,10
2020,"IT1560A",2020-06-28,9
2020,"IT1560A",2020-06-29,10
2020,"IT1560A",2020-06-30,10
2020,"IT1593A",2020-01-01,25
2020,"IT1593A",2020-01-02,15
2020,"IT1593A",2020-01-03,26
2020,"IT1593A",2020-01-04,19
2020,"IT1593A",2020-01-05,11
2020,"IT1593A",2020-01-06,9
2020,"IT1593A",2020-01-07,18
2020,"IT1593A",2020-01-08,13
2020,"IT1593A",2020-01-09,14
2020,"IT1593A",2020-01-10,15
2020,"IT1593A",2020-01-11,14
2020,"IT1593A",2020-01-14,16
2020,"IT1593A",2020-01-15,17
2020,"IT1593A",2020-01-16,15
2020,"IT1593A",2020-01-17,17
2020,"IT1593A",2020-01-18,8
2020,"IT1593A",2020-01-19,5
2020,"IT1593A",2020-01-20,5
2020,"IT1593A",2020-01-21,11
2020,"IT1593A",2020-01-22,17
2020,"IT1593A",2020-01-23,17
2020,"IT1593A",2020-01-24,16
2020,"IT1593A",2020-01-25,10
2020,"IT1593A",2020-01-26,10
2020,"IT1593A",2020-01-27,12
2020,"IT1593A",2020-01-28,10
2020,"IT1593A",2020-01-29,8
2020,"IT1593A",2020-01-30,8
2020,"IT1593A",2020-01-31,7
2020,"IT1593A",2020-02-01,9
2020,"IT1593A",2020-02-02,7
2020,"IT1593A",2020-02-03,8
2020,"IT1593A",2020-02-04,9
2020,"IT1593A",2020-02-05,4
2020,"IT1593A",2020-02-06,5
2020,"IT1593A",2020-02-07,9
2020,"IT1593A",2020-02-08,10
2020,"IT1593A",2020-02-09,9
2020,"IT1593A",2020-02-12,8
2020,"IT1593A",2020-02-13,8
2020,"IT1593A",2020-02-14,8
2020,"IT1593A",2020-02-15,7
2020,"IT1593A",2020-02-16,9
2020,"IT1593A",2020-02-17,10
2020,"IT1593A",2020-02-18,9
2020,"IT1593A",2020-02-19,8
2020,"IT1593A",2020-02-20,8
2020,"IT1593A",2020-02-21,9
2020,"IT1593A",2020-02-22,14
2020,"IT1593A",2020-02-23,12
2020,"IT1593A",2020-02-24,9
2020,"IT1593A",2020-02-25,9
2020,"IT1593A",2020-02-26,6
2020,"IT1593A",2020-02-27,3
2020,"IT1593A",2020-02-28,7
2020,"IT1593A",2020-02-29,6
2020,"IT1593A",2020-03-01,9
2020,"IT1593A",2020-03-02,6
2020,"IT1593A",2020-03-03,5
2020,"IT1593A",2020-03-04,6
2020,"IT1593A",2020-03-05,4
2020,"IT1593A",2020-03-06,6
2020,"IT1593A",2020-03-07,6
2020,"IT1593A",2020-03-08,6
2020,"IT1593A",2020-03-09,6
2020,"IT1593A",2020-03-10,10
2020,"IT1593A",2020-03-11,7
2020,"IT1593A",2020-03-12,10
2020,"IT1593A",2020-03-13,11
2020,"IT1593A",2020-03-14,12
2020,"IT1593A",2020-03-15,6
2020,"IT1593A",2020-03-16,8
2020,"IT1593A",2020-03-17,15
2020,"IT1593A",2020-03-18,13
2020,"IT1593A",2020-03-19,20
2020,"IT1593A",2020-03-20,17
2020,"IT1593A",2020-03-21,14
2020,"IT1593A",2020-03-22,13
2020,"IT1593A",2020-03-23,8
2020,"IT1593A",2020-03-24,9
2020,"IT1593A",2020-03-25,7
2020,"IT1593A",2020-03-26,5
2020,"IT1593A",2020-03-27,6
2020,"IT1593A",2020-03-28,23
2020,"IT1593A",2020-03-29,16
2020,"IT1593A",2020-03-30,12
2020,"IT1593A",2020-03-31,7
2020,"IT1593A",2020-04-01,8
2020,"IT1593A",2020-04-02,10
2020,"IT1593A",2020-04-03,10
2020,"IT1593A",2020-04-04,10
2020,"IT1593A",2020-04-05,12
2020,"IT1593A",2020-04-06,17
2020,"IT1593A",2020-04-07,19
2020,"IT1593A",2020-04-08,18
2020,"IT1593A",2020-04-09,13
2020,"IT1593A",2020-04-10,15
2020,"IT1593A",2020-04-11,14
2020,"IT1593A",2020-04-12,12
2020,"IT1593A",2020-04-13,14
2020,"IT1593A",2020-04-14,12
2020,"IT1593A",2020-04-15,6
2020,"IT1593A",2020-04-16,6
2020,"IT1593A",2020-04-17,8
2020,"IT1593A",2020-04-18,8
2020,"IT1593A",2020-04-19,10
2020,"IT1593A",2020-04-20,7
2020,"IT1593A",2020-04-21,5
2020,"IT1593A",2020-04-22,7
2020,"IT1593A",2020-04-23,11
2020,"IT1593A",2020-04-24,15
2020,"IT1593A",2020-04-25,9
2020,"IT1593A",2020-04-26,6
2020,"IT1593A",2020-04-27,8
2020,"IT1593A",2020-04-28,7
2020,"IT1593A",2020-04-29,11
2020,"IT1593A",2020-04-30,6
2020,"IT1593A",2020-05-01,8
2020,"IT1593A",2020-05-02,15
2020,"IT1593A",2020-05-03,6
2020,"IT1593A",2020-05-04,7
2020,"IT1593A",2020-05-05,6
2020,"IT1593A",2020-05-06,14
2020,"IT1593A",2020-05-07,11
2020,"IT1593A",2020-05-08,8
2020,"IT1593A",2020-05-09,7
2020,"IT1593A",2020-05-10,6
2020,"IT1593A",2020-05-11,6
2020,"IT1593A",2020-05-12,7
2020,"IT1593A",2020-05-13,9
2020,"IT1593A",2020-05-14,12
2020,"IT1593A",2020-05-15,6
2020,"IT1593A",2020-05-16,7
2020,"IT1593A",2020-05-17,12
2020,"IT1593A",2020-05-18,13
2020,"IT1593A",2020-05-19,10
2020,"IT1593A",2020-05-20,7
2020,"IT1593A",2020-05-21,7
2020,"IT1593A",2020-05-22,8
2020,"IT1593A",2020-05-23,7
2020,"IT1593A",2020-05-24,8
2020,"IT1593A",2020-05-25,6
2020,"IT1593A",2020-05-27,4
2020,"IT1593A",2020-05-28,4
2020,"IT1593A",2020-05-29,6
2020,"IT1593A",2020-05-30,1
2020,"IT1593A",2020-05-31,6
2020,"IT1593A",2020-06-01,6
2020,"IT1593A",2020-06-02,6
2020,"IT1593A",2020-06-03,6
2020,"IT1593A",2020-06-04,6
2020,"IT1593A",2020-06-05,6
2020,"IT1593A",2020-06-06,5
2020,"IT1593A",2020-06-07,5
2020,"IT1593A",2020-06-08,6
2020,"IT1593A",2020-06-09,5
2020,"IT1593A",2020-06-10,6
2020,"IT1593A",2020-06-11,4
2020,"IT1593A",2020-06-12,4
2020,"IT1593A",2020-06-13,5
2020,"IT1593A",2020-06-14,4
2020,"IT1593A",2020-06-18,4
2020,"IT1593A",2020-06-19,4
2020,"IT1593A",2020-06-20,5
2020,"IT1593A",2020-06-21,6
2020,"IT1593A",2020-06-22,8
2020,"IT1593A",2020-06-23,8
2020,"IT1593A",2020-06-24,8
2020,"IT1593A",2020-06-25,8
2020,"IT1593A",2020-06-26,9
2020,"IT1593A",2020-06-27,9
2020,"IT1593A",2020-06-28,8
2020,"IT1593A",2020-06-29,10
2020,"IT1593A",2020-06-30,10
2020,"IT1654A",2020-01-01,116
2020,"IT1654A",2020-01-02,78
2020,"IT1654A",2020-01-03,79
2020,"IT1654A",2020-01-04,69
2020,"IT1654A",2020-01-05,54
2020,"IT1654A",2020-01-06,57
2020,"IT1654A",2020-01-07,69
2020,"IT1654A",2020-01-08,21
2020,"IT1654A",2020-01-09,60
2020,"IT1654A",2020-01-10,73
2020,"IT1654A",2020-01-11,37
2020,"IT1654A",2020-01-12,12
2020,"IT1654A",2020-01-13,36
2020,"IT1654A",2020-01-14,57
2020,"IT1654A",2020-01-15,62
2020,"IT1654A",2020-01-16,41
2020,"IT1654A",2020-01-17,54
2020,"IT1654A",2020-01-18,16
2020,"IT1654A",2020-01-19,6
2020,"IT1654A",2020-01-20,5
2020,"IT1654A",2020-01-21,12
2020,"IT1654A",2020-01-22,40
2020,"IT1654A",2020-01-23,42
2020,"IT1654A",2020-01-24,54
2020,"IT1654A",2020-01-25,21
2020,"IT1654A",2020-01-26,29
2020,"IT1654A",2020-01-27,35
2020,"IT1654A",2020-01-28,8
2020,"IT1654A",2020-01-29,10
2020,"IT1654A",2020-01-30,19
2020,"IT1654A",2020-01-31,16
2020,"IT1654A",2020-02-01,10
2020,"IT1654A",2020-02-04,11
2020,"IT1654A",2020-02-05,3
2020,"IT1654A",2020-02-06,7
2020,"IT1654A",2020-02-07,22
2020,"IT1654A",2020-02-08,24
2020,"IT1654A",2020-02-09,42
2020,"IT1654A",2020-02-10,17
2020,"IT1654A",2020-02-11,10
2020,"IT1654A",2020-02-12,12
2020,"IT1654A",2020-02-13,14
2020,"IT1654A",2020-02-14,12
2020,"IT1654A",2020-02-15,17
2020,"IT1654A",2020-02-16,22
2020,"IT1654A",2020-02-17,20
2020,"IT1654A",2020-02-18,10
2020,"IT1654A",2020-02-19,16
2020,"IT1654A",2020-02-20,18
2020,"IT1654A",2020-02-21,20
2020,"IT1654A",2020-02-22,33
2020,"IT1654A",2020-02-23,20
2020,"IT1654A",2020-02-24,21
2020,"IT1654A",2020-02-25,22
2020,"IT1654A",2020-02-26,8
2020,"IT1654A",2020-02-27,9
2020,"IT1654A",2020-02-28,9
2020,"IT1654A",2020-02-29,29
2020,"IT1654A",2020-03-01,28
2020,"IT1654A",2020-03-02,5
2020,"IT1654A",2020-03-03,6
2020,"IT1654A",2020-03-04,8
2020,"IT1654A",2020-03-05,16
2020,"IT1654A",2020-03-06,7
2020,"IT1654A",2020-03-07,10
2020,"IT1654A",2020-03-08,8
2020,"IT1654A",2020-03-09,18
2020,"IT1654A",2020-03-10,16
2020,"IT1654A",2020-03-11,15
2020,"IT1654A",2020-03-12,26
2020,"IT1654A",2020-03-13,15
2020,"IT1654A",2020-03-14,16
2020,"IT1654A",2020-03-15,6
2020,"IT1654A",2020-03-16,7
