"reporting_year","station_eu_code","date","CO"
2020,"IT2009A",2020-05-08,0.1644
2020,"IT2009A",2020-05-09,0.2064
2020,"IT2009A",2020-05-10,0.2027
2020,"IT2009A",2020-05-11,0.1451
2020,"IT2009A",2020-05-12,0.1482
2020,"IT2009A",2020-05-13,0.1448
2020,"IT2009A",2020-05-14,0.1751
2020,"IT2009A",2020-05-15,0.1501
2020,"IT2009A",2020-05-16,0.1405
2020,"IT2009A",2020-05-17,0.1752
2020,"IT2009A",2020-05-18,0.1888
2020,"IT2009A",2020-05-19,0.1791
2020,"IT2009A",2020-05-20,0.1805
2020,"IT2009A",2020-05-21,0.1012
2020,"IT2009A",2020-05-22,0.1242
2020,"IT2009A",2020-05-23,0.1851
2020,"IT2009A",2020-05-24,0.1718
2020,"IT2009A",2020-05-25,0.1817
2020,"IT2009A",2020-05-26,0.1656
2020,"IT2009A",2020-05-27,0.109
2020,"IT2009A",2020-05-28,0.1553
2020,"IT2009A",2020-05-29,0.1715
2020,"IT2009A",2020-05-30,0.1733
2020,"IT2009A",2020-05-31,0.1744
2020,"IT2009A",2020-06-01,0.1933
2020,"IT2009A",2020-06-02,0.2077
2020,"IT2009A",2020-06-03,0.1717
2020,"IT2009A",2020-06-04,0.1534
2020,"IT2009A",2020-06-05,0.1435
2020,"IT2009A",2020-06-06,0.1453
2020,"IT2009A",2020-06-07,0.1556
2020,"IT2009A",2020-06-08,0.1531
2020,"IT2009A",2020-06-09,0.1413
2020,"IT2009A",2020-06-10,0.1479
2020,"IT2009A",2020-06-11,0.1563
2020,"IT2009A",2020-06-12,0.1717
2020,"IT2009A",2020-06-13,0.1816
2020,"IT2009A",2020-06-14,0.1427
2020,"IT2009A",2020-06-15,0.1221
2020,"IT2009A",2020-06-16,0.1205
2020,"IT2009A",2020-06-17,0.1317
2020,"IT2009A",2020-06-18,0.1405
2020,"IT2009A",2020-06-19,0.1446
2020,"IT2009A",2020-06-20,0.1133
2020,"IT2009A",2020-06-21,0.1442
2020,"IT2009A",2020-06-22,0.1528
2020,"IT2009A",2020-06-23,0.165
2020,"IT2009A",2020-06-24,0.1756
2020,"IT2009A",2020-06-25,0.1482
2020,"IT2009A",2020-06-26,0.1589
2020,"IT2009A",2020-06-27,0.1879
2020,"IT2009A",2020-06-28,0.1931
2020,"IT2009A",2020-06-29,0.181
2020,"IT2009A",2020-06-30,0.177
2020,"IT1269A",2020-01-01,0.4741
2020,"IT1269A",2020-01-02,0.5923
2020,"IT1269A",2020-01-03,0.5775
2020,"IT1269A",2020-01-04,0.2679
2020,"IT1269A",2020-01-05,0.4762
2020,"IT1269A",2020-01-06,0.5178
2020,"IT1269A",2020-01-07,0.4413
2020,"IT1269A",2020-01-08,0.2493
2020,"IT1269A",2020-01-09,0.304
2020,"IT1269A",2020-01-10,0.48
2020,"IT1269A",2020-01-11,0.4011
2020,"IT1269A",2020-01-12,0.3731
2020,"IT1269A",2020-01-13,0.4188
2020,"IT1269A",2020-01-14,0.3782
2020,"IT1269A",2020-01-15,0.4554
2020,"IT1269A",2020-01-16,0.5713
2020,"IT1269A",2020-01-17,0.4102
2020,"IT1269A",2020-01-18,0.2985
2020,"IT1269A",2020-01-19,0.291
2020,"IT1269A",2020-01-20,0.2049
2020,"IT1269A",2020-01-21,0.1937
2020,"IT1269A",2020-01-22,0.1584
2020,"IT1269A",2020-01-23,0.2
2020,"IT1269A",2020-01-24,0.3107
2020,"IT1269A",2020-01-25,0.3631
2020,"IT1269A",2020-01-26,0.436
2020,"IT1269A",2020-01-27,0.4533
2020,"IT1269A",2020-01-28,0.2889
2020,"IT1269A",2020-01-29,0.201
2020,"IT1269A",2020-01-30,0.3448
2020,"IT1269A",2020-01-31,0.3874
2020,"IT1269A",2020-02-01,0.3538
2020,"IT1269A",2020-02-02,0.2956
2020,"IT1269A",2020-02-03,0.3725
2020,"IT1269A",2020-02-04,0.2234
2020,"IT1269A",2020-02-05,0.1001
2020,"IT1269A",2020-02-06,0.2438
2020,"IT1269A",2020-02-07,0.3967
2020,"IT1269A",2020-02-08,0.4248
2020,"IT1269A",2020-02-09,0.4309
2020,"IT1269A",2020-02-10,0.3321
2020,"IT1269A",2020-02-11,0.3687
2020,"IT1269A",2020-02-12,0.2218
2020,"IT1269A",2020-02-13,0.5123
2020,"IT1269A",2020-02-14,0.1344
2020,"IT1269A",2020-02-15,0.2156
2020,"IT1269A",2020-02-17,0.3794
2020,"IT1269A",2020-02-18,0.3065
2020,"IT1269A",2020-02-19,0.2813
2020,"IT1269A",2020-02-20,0.2708
2020,"IT1269A",2020-02-21,0.2321
2020,"IT1269A",2020-02-22,0.3555
2020,"IT1269A",2020-02-23,0.3313
2020,"IT1269A",2020-02-24,0.3011
2020,"IT1269A",2020-02-25,0.2435
2020,"IT1269A",2020-02-26,0.199
2020,"IT1269A",2020-02-27,0.2136
2020,"IT1269A",2020-02-28,0.2283
2020,"IT1269A",2020-02-29,0.3037
2020,"IT1269A",2020-03-01,0.2446
2020,"IT1269A",2020-03-02,0.2323
2020,"IT1269A",2020-03-03,0.1607
2020,"IT1269A",2020-03-04,0.1965
2020,"IT1269A",2020-03-05,0.2449
2020,"IT1269A",2020-03-06,0.145
2020,"IT1269A",2020-03-07,0.1519
2020,"IT1269A",2020-03-08,0.2905
2020,"IT1269A",2020-03-09,0.268
2020,"IT1269A",2020-03-10,0.289
2020,"IT1269A",2020-03-11,0.3038
2020,"IT1269A",2020-03-12,0.2778
2020,"IT1269A",2020-03-13,0.2661
2020,"IT1269A",2020-03-14,0.2506
2020,"IT1269A",2020-03-15,0.2248
2020,"IT1269A",2020-03-16,0.2102
2020,"IT1269A",2020-03-17,0.2251
2020,"IT1269A",2020-03-18,0.2215
2020,"IT1269A",2020-03-19,0.2461
2020,"IT1269A",2020-03-20,0.2076
2020,"IT1269A",2020-03-21,0.204
2020,"IT1269A",2020-03-22,0.2515
2020,"IT1269A",2020-03-23,0.2407
2020,"IT1269A",2020-03-24,0.2178
2020,"IT1269A",2020-03-25,0.2607
2020,"IT1269A",2020-03-26,0.3208
2020,"IT1269A",2020-03-27,0.3329
2020,"IT1269A",2020-03-30,0.0848
2020,"IT1269A",2020-03-31,0.2191
2020,"IT1269A",2020-04-01,0.1468
2020,"IT1269A",2020-04-02,0.1815
2020,"IT1269A",2020-04-03,0.2761
2020,"IT1269A",2020-04-04,0.2662
2020,"IT1269A",2020-04-05,0.1902
2020,"IT1269A",2020-04-06,0.2783
2020,"IT1269A",2020-04-07,0.2684
2020,"IT1269A",2020-04-08,0.2532
2020,"IT1269A",2020-04-09,0.2833
2020,"IT1269A",2020-04-10,0.2678
2020,"IT1269A",2020-04-11,0.2811
2020,"IT1269A",2020-04-12,0.263
2020,"IT1269A",2020-04-13,0.2413
2020,"IT1269A",2020-04-14,0.1882
2020,"IT1269A",2020-04-15,0.1835
2020,"IT1269A",2020-04-16,0.241
2020,"IT1269A",2020-04-17,0.207
2020,"IT1269A",2020-04-18,0.173
2020,"IT1269A",2020-04-19,0.2
