station_eu_code,p16_19,p20,Valida,pollutant_fk
IT0885A,TRUE,TRUE,TRUE,9
IT0989A,TRUE,TRUE,TRUE,9
IT1184A,TRUE,TRUE,TRUE,9
IT1187A,TRUE,TRUE,TRUE,9
IT1397A,TRUE,TRUE,TRUE,9
IT1451A,TRUE,TRUE,TRUE,9
IT1575A,TRUE,TRUE,TRUE,9
IT1681A,TRUE,TRUE,TRUE,9
IT1837A,TRUE,TRUE,TRUE,9
IT1176A,TRUE,TRUE,TRUE,9
IT0825A,TRUE,TRUE,TRUE,9
IT0828A,TRUE,TRUE,TRUE,9
IT0956A,TRUE,TRUE,TRUE,9
IT0888A,TRUE,TRUE,TRUE,9
IT0889A,TRUE,TRUE,TRUE,9
IT0884A,TRUE,TRUE,TRUE,9
IT0887A,TRUE,TRUE,TRUE,9
IT0953A,TRUE,TRUE,TRUE,9
IT0952A,TRUE,TRUE,TRUE,9
IT1841A,TRUE,TRUE,TRUE,9
IT1835A,TRUE,TRUE,TRUE,9
IT1836A,TRUE,TRUE,TRUE,9
IT1834A,TRUE,TRUE,TRUE,9
IT1906A,TRUE,TRUE,TRUE,9
IT2012A,TRUE,TRUE,TRUE,9
IT2172A,TRUE,TRUE,TRUE,9
IT2171A,TRUE,TRUE,TRUE,9
IT0872A,TRUE,TRUE,TRUE,9
IT0871A,TRUE,TRUE,TRUE,9
IT0870A,TRUE,TRUE,TRUE,9
IT0991A,TRUE,TRUE,TRUE,9
IT1993A,TRUE,TRUE,TRUE,9
IT0992A,TRUE,TRUE,TRUE,9
IT1183A,TRUE,TRUE,TRUE,9
IT1200A,TRUE,TRUE,TRUE,9
IT1996A,TRUE,TRUE,TRUE,9
IT0869A,TRUE,TRUE,TRUE,9
IT2173A,TRUE,TRUE,TRUE,9
IT0863A,TRUE,TRUE,TRUE,9
IT2023A,TRUE,TRUE,TRUE,9
IT1753A,TRUE,TRUE,TRUE,9
IT2009A,TRUE,TRUE,TRUE,9
IT1614A,TRUE,TRUE,TRUE,9
IT2049A,TRUE,TRUE,TRUE,9
IT2056A,TRUE,TRUE,TRUE,9
IT1407A,TRUE,TRUE,TRUE,9
IT1273A,TRUE,TRUE,TRUE,9
IT1576A,TRUE,TRUE,TRUE,9
IT2010A,TRUE,TRUE,TRUE,9
IT2040A,TRUE,TRUE,TRUE,9
IT1309A,TRUE,TRUE,TRUE,9
IT1243A,TRUE,TRUE,TRUE,9
IT1269A,TRUE,TRUE,TRUE,9
IT2011A,TRUE,TRUE,TRUE,9
IT1277A,TRUE,TRUE,TRUE,9
IT1347A,TRUE,TRUE,TRUE,9
IT2005A,TRUE,TRUE,TRUE,9
IT2008A,TRUE,TRUE,TRUE,9
IT0063A,TRUE,TRUE,TRUE,9
IT0832A,TRUE,TRUE,TRUE,9
IT0860A,TRUE,TRUE,TRUE,9
IT0861A,TRUE,TRUE,TRUE,9
IT0862A,TRUE,TRUE,TRUE,9
IT0883A,TRUE,TRUE,TRUE,9
IT0945A,TRUE,TRUE,TRUE,9
IT0950A,TRUE,TRUE,TRUE,9
IT1001A,TRUE,TRUE,TRUE,9
IT1071A,TRUE,TRUE,TRUE,9
IT1110A,TRUE,TRUE,TRUE,9
IT1149A,TRUE,TRUE,TRUE,9
IT1186A,TRUE,TRUE,TRUE,9
IT1409A,TRUE,TRUE,TRUE,9
IT1551A,TRUE,TRUE,TRUE,9
IT1553A,TRUE,TRUE,TRUE,9
IT1557A,TRUE,TRUE,TRUE,9
IT1571A,TRUE,TRUE,TRUE,9
IT1592A,TRUE,TRUE,TRUE,9
IT1593A,TRUE,TRUE,TRUE,9
IT1644A,TRUE,TRUE,TRUE,9
IT1654A,TRUE,TRUE,TRUE,9
IT1819A,TRUE,TRUE,TRUE,9
IT1942A,TRUE,TRUE,TRUE,9
IT2032A,TRUE,TRUE,TRUE,9
IT2153A,TRUE,TRUE,TRUE,9
IT2154A,TRUE,TRUE,TRUE,9
IT2183A,TRUE,TRUE,TRUE,9
IT2184A,TRUE,TRUE,TRUE,9
IT2239A,TRUE,TRUE,TRUE,9
IT2240A,TRUE,TRUE,TRUE,9
IT2241A,TRUE,TRUE,TRUE,9
IT1179A,TRUE,TRUE,TRUE,9
IT1336A,TRUE,TRUE,TRUE,9
IT1914A,TRUE,TRUE,TRUE,9
IT1919A,TRUE,TRUE,TRUE,9
IT1921A,TRUE,TRUE,TRUE,9
IT1924A,TRUE,TRUE,TRUE,9
IT2243A,TRUE,TRUE,TRUE,9
IT1191A,TRUE,FALSE,FALSE,5
IT1838A,FALSE,TRUE,FALSE,5
IT0892A,FALSE,TRUE,FALSE,5
IT1917A,FALSE,FALSE,FALSE,5
IT2098A,FALSE,FALSE,FALSE,5
IT1826A,TRUE,FALSE,FALSE,5
IT0703A,TRUE,TRUE,TRUE,5
IT0753A,TRUE,TRUE,TRUE,5
IT0591A,TRUE,TRUE,TRUE,5
IT1037A,TRUE,TRUE,TRUE,5
IT1859A,TRUE,TRUE,TRUE,5
IT1336A,TRUE,TRUE,TRUE,5
IT2243A,TRUE,TRUE,TRUE,5
IT0663A,TRUE,TRUE,TRUE,5
IT1177A,TRUE,TRUE,TRUE,5
IT1594A,TRUE,TRUE,TRUE,5
IT1590A,TRUE,TRUE,TRUE,5
IT1596A,TRUE,TRUE,TRUE,5
IT2231A,TRUE,TRUE,TRUE,5
IT0963A,TRUE,TRUE,TRUE,5
IT0448A,TRUE,TRUE,TRUE,5
IT1453A,TRUE,TRUE,TRUE,5
IT1880A,TRUE,TRUE,TRUE,5
IT1870A,TRUE,TRUE,TRUE,5
IT1215A,TRUE,TRUE,TRUE,5
IT0966A,TRUE,TRUE,TRUE,5
IT1170A,TRUE,TRUE,TRUE,5
IT2140A,TRUE,TRUE,TRUE,5
IT1112A,TRUE,TRUE,TRUE,5
IT2115A,TRUE,TRUE,TRUE,5
IT2201A,TRUE,TRUE,TRUE,5
IT0544A,TRUE,TRUE,TRUE,5
IT1923A,TRUE,TRUE,TRUE,5
IT1975A,TRUE,TRUE,TRUE,5
IT2074A,TRUE,TRUE,TRUE,5
IT0804A,TRUE,TRUE,TRUE,5
IT1105A,TRUE,TRUE,TRUE,5
IT1910A,TRUE,TRUE,TRUE,5
IT1911A,TRUE,TRUE,TRUE,5
IT0903A,TRUE,TRUE,TRUE,5
IT0940A,TRUE,TRUE,TRUE,5
IT1672A,TRUE,TRUE,TRUE,5
IT1914A,TRUE,TRUE,TRUE,5
IT2156A,TRUE,TRUE,TRUE,5
IT1152A,TRUE,TRUE,TRUE,5
IT0721A,TRUE,TRUE,TRUE,5
IT1771A,TRUE,TRUE,TRUE,5
IT1920A,TRUE,TRUE,TRUE,5
IT1921A,TRUE,TRUE,TRUE,5
IT2073A,TRUE,TRUE,TRUE,5
IT1029A,TRUE,TRUE,TRUE,5
IT1159A,TRUE,TRUE,TRUE,5
IT1163A,TRUE,TRUE,TRUE,5
IT1451A,TRUE,TRUE,TRUE,5
IT2075A,TRUE,TRUE,TRUE,5
IT2097A,TRUE,TRUE,TRUE,5
IT0187A,TRUE,TRUE,TRUE,5
IT1179A,TRUE,TRUE,TRUE,5
IT1918A,TRUE,TRUE,TRUE,5
IT1204A,TRUE,TRUE,TRUE,5
IT0895A,TRUE,TRUE,TRUE,5
IT1928A,TRUE,TRUE,TRUE,5
IT2209A,TRUE,TRUE,TRUE,5
IT1043A,TRUE,TRUE,TRUE,5
IT1044A,TRUE,TRUE,TRUE,5
IT1048A,TRUE,TRUE,TRUE,5
IT0755A,TRUE,TRUE,TRUE,5
IT1670A,TRUE,TRUE,TRUE,5
IT1908A,TRUE,TRUE,TRUE,5
IT2027A,TRUE,TRUE,TRUE,5
IT1916A,TRUE,TRUE,TRUE,5
IT2158A,TRUE,TRUE,TRUE,5
IT0983A,TRUE,TRUE,TRUE,5
IT0988A,TRUE,TRUE,TRUE,5
IT1588A,TRUE,TRUE,TRUE,5
IT0776A,TRUE,TRUE,TRUE,5
IT0906A,TRUE,TRUE,TRUE,5
IT1967A,TRUE,TRUE,TRUE,5
IT1016A,TRUE,TRUE,TRUE,5
IT0705A,TRUE,TRUE,TRUE,5
IT1692A,TRUE,TRUE,TRUE,5
IT1743A,TRUE,TRUE,TRUE,5
IT0997A,TRUE,TRUE,TRUE,5
IT0594A,TRUE,TRUE,TRUE,5
IT0912A,TRUE,TRUE,TRUE,5
IT1104A,TRUE,TRUE,TRUE,5
IT1153A,TRUE,TRUE,TRUE,5
IT1739A,TRUE,TRUE,TRUE,5
IT0709A,TRUE,TRUE,TRUE,5
IT1869A,TRUE,TRUE,TRUE,5
IT1286A,TRUE,TRUE,TRUE,5
IT1965A,TRUE,TRUE,TRUE,5
IT2233A,TRUE,TRUE,TRUE,5
