"station_eu_code";"modello";"rmse_20";"rmse_80";"mse_20";"mse_80";"rsq_20";"rsq_80";"FAC2";"FB";"NMSE"
IT0643A;gam((value) ~ s(pbl12) + s(ptp) + s(jd, k=11) + s(tp) + s(pwspeed), gamma=1.4, family=gaussian(link=log), data = tdf);14.0766252893868;14.466314068219;198.151379537804;209.274242720352;0.541750474776235;0.552388980837052;0.939252336448598;0.00221262171916678;0.128022220970683
IT1114A;gam((value) ~ s(pbl00) + s(wspeed) + s(jd, k=11) + s(sp) + s(tmin2m) + s(ptp) + s(pblmax) + s(tp) + s(rh), gamma=1.4, family=gaussian(link=log), data = tdf);12.249871078019;10.0877996011151;150.059341428087;101.763700792258;0.248026264502642;0.364834206170677;0.84;0.00608049832728397;0.282853633731102
IT1247A;gam((value) ~ s(pblmax) + s(ptp) + s(wspeed) + s(jd, k=11) + s(rh) + s(tmax2m) + s(sp) + s(pwspeed), gamma=1.4, family=gaussian(link=log), data = tdf);9.72719912494577;9.84390102613544;94.6184028163457;96.9023874123504;0.583122969748217;0.55885168838907;0.850931677018634;0.0107329307132713;0.202844019305312
IT1509A;gam((value) ~ s(pblmax) + s(ptp) + s(jd, k=11) + s(v10m) + s(pbl00) + s(u10m) + s(tmax2m) + s(sp) + s(rh) + s(tp), gamma=1.4, family=gaussian(link=log), data = tdf);14.1284586157405;13.2746031431915;199.613342856692;176.21508860923;0.452537431056724;0.577568535336652;0.878648233486943;0.00352927457142517;0.164820692988559
IT1510A;gam((value) ~ s(pblmax) + s(ptp) + s(rh) + s(jd, k=11) + s(tmax2m) + s(v10m) + s(pbl00) + s(sp), gamma=1.4, family=gaussian(link=log), data = tdf);7.60552306909985;8.23100028868931;57.8439811546101;67.7493657524035;0.502582336554011;0.496613657783962;0.866197183098592;0.0154022078447691;0.217727316147412
IT1519A;gam((value) ~ s(pbl12) + s(ptp) + s(t2m) + s(tp), gamma=1.4, family=gaussian(link=log), data = tdf);9.13808914220416;10.3046246387787;83.5046731708695;106.185288946125;0.503401689151609;0.45254892726214;0.868482490272374;0.000958877914727661;0.184153676347959
IT1524A;gam((value) ~ dclass + s(pblmax) + s(ptp) + s(tp) + s(jd, k=11) + s(tmax2m) + s(rh) + s(sp) + s(v10m), gamma=1.4, family=gaussian(link=log), data = tdf);11.2862379942072;11.2128151312669;127.379168061885;125.727223167969;0.551374051685467;0.586083815995648;0.899923017705928;0.000251337158788106;0.13414937309153
IT1529A;gam((value) ~ s(ptp) + s(rh) + s(jd, k=11) + s(u10m) + s(tmax2m) + s(pblmax) + s(tp), gamma=1.4, family=gaussian(link=log), data = tdf);10.7831197528804;10.0071919878393;116.275671604959;100.143891481476;0.511381597791872;0.451058993896897;0.862529457973291;9.32289862946261e-06;0.190892847903152
IT1676A;gam((value) ~ s(jd, k=11) + s(ptp) + s(rh) + s(sp) + s(v10m) + s(tp) + s(pbl12) + s(t2m) + s(pbl00) + s(u10m) + s(pwspeed), gamma=1.4, family=gaussian(link=log), data = tdf);13.4086935579797;13.3754285181134;179.793062931805;178.902088043161;0.462523187969853;0.511224986132912;0.881933438985737;0.00155043696822328;0.183061357419713
IT1830A;gam((value) ~ dclass + s(pblmax) + s(ptp) + s(jd, k=11) + s(tp) + s(pwspeed) + s(tmin2m) + s(rh) + s(v10m), gamma=1.4, family=gaussian(link=log), data = tdf);13.7360274572063;12.1685813566948;188.678450305124;148.074372234499;0.559439424960183;0.631971102842126;0.93778801843318;0.00258111128920785;0.119641714705431
